Date	≥10	9	8	7	6	5	4	3	2	1	0
2013-02-04	233118	4054	369	1262	7650	4939	7848	13584	83566	508503	3022862
2013-02-15	233733	4140	524	1523	7884	5508	10007	15208	126958	562382	3455212
2013-02-28	234959	4173	649	1683	8058	6425	12038	23398	187969	605913	4740361
2013-03-16	235947	4244	719	1779	8470	7446	13314	33380	229279	849146	5656871
2013-03-30	237335	3798	1384	3501	9383	11182	17857	86038	389220	1201799	6572686
2013-04-17	255493	3581	2103	4949	8778	12958	33087	150859	844743	1560951	7743993
2013-05-05	258616	3583	1963	6454	9904	15743	50520	256967	1522901	1232196	8663683
2013-05-14	259453	3613	2039	6690	10479	17332	56763	274851	1644093	1483062	8643723
2013-05-27	260703	3780	2240	7204	11025	18974	63032	295769	1665109	1860162	8377379
2013-06-10	277635	3774	2288	7424	11432	20794	66956	309897	1684478	1969059	8208985
2013-06-23	312855	3806	2490	7399	11755	21360	66440	296214	1686354	1962021	8268320
2013-07-10	417658	3824	2435	6254	11723	23141	60145	265985	1646175	1973469	8372842
2013-07-27	442485	3817	2539	6573	12106	24415	60522	262595	1637370	1975673	8927612
2013-08-05	478120	3854	2675	6769	12181	24527	66648	243536	1632216	1959333	9136848
2013-08-17	478312	3853	2701	6826	12298	24756	66966	254409	1627920	1952997	9177766
2013-08-27	479314	3891	2805	7411	12389	26237	68547	262043	1627282	1944939	9250511
2013-09-10	480662	3968	3051	7923	13811	29612	76043	269469	1633316	1973508	9341904
2013-09-22	481136	4050	3349	8577	15725	34080	85441	286017	1639261	2046178	9286006
2013-10-06	481828	4135	4004	9894	27288	48782	91249	315689	1630015	2127243	9249829
2013-10-21	482658	4495	6582	13239	118274	476279	122551	317227	1157888	2122201	9189077
2013-11-05	485237	3296	27147	16586	194883	633390	212156	309824	909928	2138624	9111165
2013-11-20	491077	20843	379645	220218	248681	578362	200598	293237	763392	1916362	8970547
2013-12-05	492822	27474	637650	386227	257379	541588	199383	240690	773360	1782796	8792767
2013-12-21	495867	34391	878619	409036	236663	504263	198320	226070	699306	1755913	8801982
2014-01-06	496886	41135	983758	433870	232316	490296	205398	237171	722656	1668079	8892500
2014-01-23	497492	42117	979919	432890	232491	490978	214164	229035	734850	1662008	8855916
2014-02-10	498556	42968	977008	434941	232279	491046	215283	232496	746083	1695629	8874673
2014-02-26	500156	43811	974622	434471	233400	492818	221063	261316	766210	1715036	8876331
2014-03-15	501155	44027	976664	434455	234858	494310	232004	310263	777293	2047994	8563912
2014-03-31	502289	44169	980381	434006	235181	494923	233699	315501	787870	2171295	8448904
2014-04-20	503823	44290	979076	433253	235650	501313	228095	321938	876924	2143938	8825696
2014-05-08	506499	47254	974883	492808	235708	501005	229647	326742	905254	2100199	9011177
2014-05-26	514401	47570	974899	626768	234784	499917	229478	332630	923180	2089304	8957001
2014-06-12	519194	47465	974534	627837	234700	499519	230694	336062	930420	2094366	9095689
2014-07-05	522344	48332	973274	626350	234767	498792	232770	339838	949780	2135678	9123818
2014-07-31	525224	49367	972342	625111	235048	499565	250373	400178	1044440	2143900	9044337
2014-08-04	525603	49580	973599	625614	236012	500835	254739	414463	1052085	2223204	8936522
2014-08-23	531187	54287	976800	632478	241392	505345	266198	460922	1051750	2281922	8854008
2014-09-15	536976	63597	994458	677822	274975	514994	247240	420998	1064378	2653995	8749682
2014-09-29	538589	64086	988780	675815	274724	513195	247354	422548	1068201	2672184	8801359
2014-10-13	548835	177001	930418	638405	252445	515075	252121	445148	1056390	2740916	8763398
2014-10-27	575323	429190	685674	676625	399599	304186	256055	471336	1065845	2742289	8815541
2014-11-10	753510	324582	640317	696129	503790	203411	257478	486963	1031776	2738973	8935102
2014-11-24	1374967	158685	623143	637199	221155	261130	262464	435623	1050553	2757280	8824216
2014-12-10	1945986	154045	465444	550765	130331	171849	204224	445749	1099458	2789131	8671794
2014-12-22	1946087	154567	468237	556784	131516	171217	204577	449419	1105651	2804809	8675746
2015-01-05	1943918	155639	471095	553450	132921	172315	210455	470951	1148591	2784417	8631975
2015-01-20	2049411	158047	474880	560607	135813	170080	222967	457548	1171113	2724853	8644709
2015-02-02	2155423	163667	393987	571103	150829	160808	244941	514609	1272528	3000515	8236241
2015-02-16	2485322	167301	306341	437575	159418	137587	221219	522619	1314533	3334492	8112486
2015-03-02	2535995	165484	301640	411857	157146	137674	218967	536706	1312367	3392837	8100501
2015-03-16	2669634	164507	266839	360282	152392	134201	205514	551124	1325233	3446246	8198267
2015-03-30	2674761	163907	268079	359001	152183	133146	207795	557914	1335921	3487294	8213148
2015-04-13	2677462	164458	268677	360459	151715	133503	210613	569375	1335296	3501408	8249543
2015-04-27	2678487	164602	270346	360970	151274	136320	212214	587355	1330386	3516716	8223826
2015-05-11	2731571	141677	256038	349913	155161	138231	215900	616014	1314703	3509927	8250836
2015-05-25	2930256	95545	216714	295253	143478	151769	251331	663867	1297973	3453441	8180139
2015-06-08	3048995	73329	197765	275145	137337	152620	310097	630048	1279794	3455883	8191322
2015-06-22	3050536	72613	199860	275459	136925	152393	310727	631285	1293293	3469970	8287103
2015-07-06	3057256	72578	199906	275317	138227	154501	308677	634947	1319878	3478588	8668206
2015-07-20	3139598	71418	211723	224197	140291	241849	360827	1069735	1252404	3033946	8590610
2015-08-05	3259832	159967	133893	139584	151362	318965	433616	1292567	1222731	2765758	8499975
2015-08-17	3260624	160120	134449	139939	165717	349730	464760	1585144	1173169	2481849	8519224
2015-09-07	3265827	159923	136430	149919	166225	380828	442211	1660848	1166034	2428685	8557266
